id,Age,L_O_S,Dropped_Calls,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,Connect_Date,Gender_F,Gender_M,tariff_CAT 100,tariff_CAT 200,tariff_CAT 50,tariff_Play 100,tariff_Play 300,Handset_ASAD170,Handset_ASAD90,Handset_BS110,Handset_BS210,Handset_CAS30,Handset_CAS60,Handset_S50,Handset_S80,Handset_SOP10,Handset_SOP20,Handset_WC95,Usage_Band_High,Usage_Band_Low,Usage_Band_Med,Usage_Band_MedHigh,Usage_Band_MedLow,Tariff_OK_High CAT 100,Tariff_OK_High CAT 50,Tariff_OK_High Play 100,Tariff_OK_OK,high Dropped calls_F,high Dropped calls_T,No Usage_F,No Usage_T,target
K188600,22.0,56.8,7.0,422.0,1849.799999,39.0,131.4,9.0,37.0,217.604914,78.406441,4.383412,3.369231,4.111111,470.0,2018.199999,4.294043,2235.804913,0.007446808511,818.199999,9.582797,78.406441,143.687915,293.687915,0.131357,0.916559,0.065108,0.018333,0.107821,10245,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K309750,18.0,24.733333,0.0,459.0,715.2,9.0,342.900001,4.0,27.6,34.289658,0.0,1.55817,38.1,6.9,472.0,1085.700001,2.300212,1119.989659,0.0,-114.299999,8.293728,0.0,10.286897,160.286897,0.143115,0.658746,0.315833,0.025421,0.031583,9283,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K416730,13.0,43.6,15.0,17.0,138.6,19.0,685.5,1.0,5.5,101.621758,0.0,8.152941,36.078947,5.5,37.0,829.6,22.421622,931.221758,0.2027027027,-970.4,5.842575,0.0,40.648703,118.588703,0.127347,0.167068,0.826302,0.00663,0.122495,9849,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K322560,20.0,32.633333,1.0,261.0,802.2,84.0,156.9,0.0,0.0,81.802446,0.0,3.073563,1.867857,0.0,345.0,959.1,2.78,1040.902446,0.001449275362,-240.9,9.182046,0.0,24.540734,174.540734,0.167682,0.836409,0.163591,0.0,0.085291,9520,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K171790,23.0,37.733333,10.0,471.0,966.599999,74.0,449.700001,9.0,52.0,332.480082,22.24626,2.052229,6.077027,5.777778,554.0,1468.3,2.650361,1800.780082,0.009025270758,268.3,8.291562,22.24626,121.990285,271.990285,0.15104,0.658312,0.306273,0.035415,0.226439,9673,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K406090,32.0,20.033333,12.0,321.0,977.4,15.0,82.5,20.0,52.499999,359.989595,0.0,3.04486,5.5,2.625,356.0,1112.399999,3.124719,1472.389594,0.01685393258,-87.600001,9.393204,0.0,107.996879,257.996878,0.175223,0.878641,0.074164,0.047195,0.323615,9142,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K359400,41.0,51.666667,10.0,964.0,1510.2,243.0,489.6,22.0,52.2,109.859999,73.952104,1.566598,2.014815,2.372727,1229.0,2052.0,1.66965,2161.859999,0.004068348251,852.0,8.679825,73.952105,106.910105,256.910105,0.118838,0.735965,0.238596,0.025439,0.053538,10091,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K170930,23.0,52.733333,6.0,59.0,346.200001,104.0,322.799999,0.0,0.0,213.616954,7.238901,5.867797,3.103846,0.0,163.0,669.0,4.104294,882.616954,0.01840490798,69.0,10.174888,7.020673,71.105759,176.105759,0.199527,0.517489,0.482511,0.0,0.319308,10123,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K151700,44.0,9.633333,0.0,360.0,1654.8,122.0,709.500001,0.0,0.0,514.724195,99.01207,4.596667,5.815574,0.0,482.0,2364.300001,4.905187,2879.024196,0.0,1164.300001,8.499556,98.960329,253.377588,403.377588,0.140109,0.699911,0.300089,0.0,0.217707,8830,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K253630,30.0,33.2,0.0,466.0,717.0,57.0,243.6,11.0,33.0,85.476745,48.082899,1.538627,4.273684,3.0,534.0,993.6,1.860674,1079.076745,0.0,393.6,12.216184,48.082899,73.725922,178.725922,0.165629,0.721618,0.245169,0.033213,0.086027,9537,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
K201070,24.0,46.266667,7.0,31.0,951.0,186.0,696.0,26.0,67.2,459.754749,39.973335,30.677419,3.741935,2.584615,243.0,1714.2,7.054321,2173.954749,0.01440329218,514.2,7.773889,39.973336,177.89976,327.89976,0.150831,0.554778,0.40602,0.039202,0.268204,9929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K194420,19.0,46.933333,2.0,45.0,901.2,16.0,64.2,14.0,49.8,303.310487,0.0,20.026667,4.0125,3.557143,75.0,1015.2,13.536,1318.510487,0.01333333333,-184.8,9.438534,0.0,90.993146,240.993146,0.182777,0.887707,0.063239,0.049054,0.298769,9949,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K259850,22.0,14.9,0.0,3.0,436.8,4.0,35.1,5.0,10.2,35.730051,25.603916,145.6,8.775,2.04,12.0,482.1,40.175,517.830051,0.0,182.1,14.060361,25.603917,36.322933,119.722933,0.231201,0.906036,0.072806,0.021157,0.074113,8988,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
K208780,17.0,19.433333,1.0,32.0,385.8,3.0,707.7,1.0,22.0,203.914163,0.0,12.05625,235.9,22.0,36.0,1115.5,30.986111,1319.414163,0.01388888889,-684.5,9.954639,0.0,81.565665,159.505665,0.120891,0.345854,0.634424,0.019722,0.182801,9124,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K371600,15.0,12.9,9.0,227.0,870.0,30.0,384.3,3.0,54.6,86.566763,9.064184,3.832599,12.81,18.2,260.0,1308.9,5.034231,1395.466763,0.01730769231,108.9,8.323401,9.064184,35.034213,185.034213,0.132597,0.66468,0.293605,0.041714,0.066137,8928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K213590,21.0,58.133333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074448515276461,-600.0,10.09234472261905,0.0,0.0,59.94,0.5,0.0,0.0,0.0,0.0,10285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
K414460,34.0,51.7,12.0,6.0,136.2,65.0,168.6,31.0,61.8,70.500043,0.0,22.7,2.593846,1.993548,102.0,366.6,3.594118,437.100043,0.05882352941,-233.4,12.430442,0.0,28.200017,88.140017,0.201647,0.371522,0.459902,0.168576,0.192308,10092,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K201840,22.0,31.3,9.0,243.0,1338.6,99.0,390.0,22.0,54.0,386.361292,51.004464,5.508642,3.939394,2.454545,364.0,1782.6,4.897253,2168.961292,0.01236263736,582.6,8.754628,51.004463,166.912851,316.912851,0.146113,0.750926,0.218782,0.030293,0.21674,9480,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K200080,20.0,32.433333,0.0,275.0,1009.8,158.0,630.0,1.0,3.6,449.785698,35.792529,3.672,3.987342,3.6,434.0,1643.4,3.786636,2093.185698,0.0,443.4,8.072289,35.79253,170.72824,320.72824,0.153225,0.614458,0.383352,0.002191,0.273692,9514,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K259740,29.0,58.1,1.0,83.0,303.0,11.0,128.7,4.0,66.0,102.734059,21.920987,3.650602,11.7,16.5,98.0,497.7,5.078571,600.434059,0.005102040816,197.7,11.088005,21.920986,52.741203,136.141203,0.226738,0.6088,0.25859,0.13261,0.206418,10284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
K200650,16.0,18.066667,2.0,66.0,1674.0,0.0,0.0,11.0,21.0,509.69721,74.892655,25.363636,0.0,1.909091,77.0,1695.0,22.012987,2204.69721,0.01298701299,495.0,9.938053,49.193363,202.102526,352.102526,0.159706,0.987611,0.0,0.012389,0.300706,9083,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K167440,17.0,35.9,3.0,126.0,339.599999,128.0,198.900001,10.0,43.0,180.50458,0.0,2.695238,1.553906,4.3,264.0,581.5,2.202652,762.00458,0.005681818182,-18.5,10.840069,0.0,54.151374,159.151374,0.208859,0.584007,0.342046,0.073947,0.310412,9618,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K379880,26.0,41.766667,2.0,117.0,247.200001,204.0,399.0,0.0,0.0,76.836495,6.195471,2.112821,1.955882,0.0,321.0,646.200001,2.013084,723.036496,0.003115264798,46.200001,12.650882,5.844708,36.579306,96.519306,0.133492,0.382544,0.617456,0.0,0.118905,9794,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K399820,18.0,22.2,12.0,56.0,525.6,67.0,150.0,0.0,0.0,63.868605,9.774821,9.385714,2.238806,0.0,123.0,675.6,5.492683,739.468605,0.0487804878,75.6,12.779751,9.661492,28.822074,133.822074,0.180971,0.777975,0.222025,0.0,0.094536,9207,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K191000,21.0,55.0,1.0,393.0,1176.599999,108.0,395.1,3.0,55.8,533.484896,36.828041,2.993893,3.658333,18.6,504.0,1627.499999,3.229167,2160.984895,0.0009920634921,427.499999,8.614747,36.828041,196.87351,346.87351,0.160516,0.722949,0.242765,0.034286,0.327794,10191,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K177970,15.0,34.7,5.0,545.0,1240.2,174.0,318.600001,65.0,109.2,546.710708,40.79849,2.275596,1.831034,1.68,784.0,1668.000001,2.127551,2214.710709,0.00318877551,468.000001,8.717626,40.798489,204.811702,354.811702,0.160207,0.743525,0.191007,0.065468,0.327764,9582,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K201920,17.0,40.6,0.0,156.0,1773.600001,146.0,444.899999,8.0,34.8,404.8018,94.118266,11.369231,3.04726,4.35,310.0,2253.3,7.26871,2658.1018,0.0,1053.3,8.935561,94.118266,215.558806,365.558806,0.137526,0.787112,0.197444,0.015444,0.179648,9759,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K339750,25.0,51.033333,2.0,246.0,403.199999,49.0,113.1,27.0,69.599999,89.259229,0.0,1.639024,2.308163,2.577778,322.0,585.899998,1.819565,675.159227,0.003105590062,-14.100002,11.88172,0.0,26.777769,131.777769,0.19518,0.688172,0.193036,0.118792,0.152346,10072,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K129640,38.0,45.466667,1.0,340.0,952.2,100.0,296.4,1.0,12.0,333.222767,5.318725,2.800588,2.964,12.0,441.0,1260.6,2.858503,1593.822767,0.001133786848,60.6,8.776773,5.318724,105.285555,255.285555,0.160172,0.755355,0.235126,0.009519,0.264337,9905,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K215980,25.0,18.033333,1.0,48.0,101.4,20.0,34.500001,37.0,82.500001,17.664444,0.0,2.1125,1.725,2.22973,105.0,218.400002,2.08,236.064446,0.004761904762,-381.599998,14.285714,0.0,7.065778,67.005778,0.283845,0.464286,0.157967,0.377747,0.080881,9082,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K208250,20.0,41.6,1.0,157.0,559.8,3.0,521.1,19.0,63.0,255.141239,0.0,3.565605,173.7,3.315789,179.0,1143.9,6.390503,1399.041239,0.002793296089,-656.1,13.255704,0.0,102.056496,179.996496,0.128657,0.489378,0.455547,0.055075,0.223045,9789,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K319400,41.0,41.5,2.0,158.0,1153.8,136.0,254.4,0.0,0.0,24.010329,18.93937,7.302532,1.870588,0.0,294.0,1408.2,4.789796,1432.210329,0.003401360544,208.2,9.096719,18.939369,26.142468,176.142468,0.122986,0.819344,0.180656,0.0,0.01705,9786,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K184150,22.0,27.166667,2.0,619.0,1182.0,171.0,388.5,28.0,99.6,255.492119,40.140475,1.909532,2.27193,3.557143,818.0,1670.1,2.041687,1925.592119,0.001222493888,470.1,8.53871,40.140477,116.788113,266.788113,0.138549,0.707742,0.232621,0.059637,0.15298,9356,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K298830,16.0,58.1,0.0,127.0,405.6,86.0,234.9,8.0,25.5,97.015323,7.319459,3.193701,2.731395,3.1875,221.0,666.0,3.013575,763.015323,0.0,66.0,11.09009,7.319459,36.424056,141.424056,0.185349,0.609009,0.352703,0.038288,0.145669,10284,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K299120,28.0,20.0,1.0,248.0,750.599999,41.0,96.300001,3.0,11.4,165.956606,35.503836,3.026613,2.348781,3.8,292.0,858.3,2.939384,1024.256606,0.001712328767,258.3,13.745194,35.503836,85.290818,190.290818,0.185784,0.874519,0.112199,0.013282,0.193355,9141,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K230450,15.0,31.766667,1.0,14.0,223.200001,57.0,187.200001,35.0,54.0,24.750805,0.0,15.942857,3.284211,1.542857,106.0,464.400002,4.381132,489.150807,0.004716981132,-135.599998,14.612403,0.0,9.900322,69.840322,0.142779,0.48062,0.403101,0.116279,0.053296,9494,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K323650,50.0,47.366667,0.0,107.0,1335.0,51.0,95.399998,0.0,0.0,93.75717,22.562887,12.476636,1.870588,0.0,158.0,1430.399998,9.053165,1524.157168,0.0,230.399998,9.666527,22.271678,50.398829,200.398829,0.131482,0.933305,0.066695,0.0,0.065546,9962,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K131660,43.0,43.3,0.0,427.0,860.400001,169.0,255.300001,2.0,4.2,295.793456,0.0,2.014988,1.510651,2.1,598.0,1119.900002,1.872742,1415.693458,0.0,-80.099998,8.841414,0.0,88.738037,238.738037,0.168637,0.768283,0.227967,0.00375,0.264125,9840,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K327210,19.0,52.266667,7.0,18.0,765.599999,391.0,675.300001,23.0,39.0,128.042393,21.235065,42.533333,1.72711,1.695652,432.0,1479.9,3.425694,1607.942393,0.008101851852,279.9,7.586661,21.235065,59.647783,209.647783,0.130383,0.517332,0.456315,0.026353,0.086521,10109,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K400160,41.0,55.3,13.0,25.0,336.6,38.0,273.3,26.0,54.0,55.040925,6.434757,13.464,7.192105,2.076923,89.0,663.9,7.459551,718.940925,0.07303370787,63.9,10.070041,6.434756,22.947033,127.947033,0.177966,0.507004,0.411658,0.081338,0.082905,10200,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K217030,27.0,20.466667,0.0,32.0,80.4,47.0,267.6,24.0,41.4,68.386354,0.0,2.5125,5.693617,1.725,103.0,389.4,3.780583,457.786354,0.0,-210.6,9.12943,0.0,27.354542,87.294542,0.190688,0.206471,0.687211,0.106317,0.17562,9155,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K405250,29.0,32.033333,12.0,620.0,1780.2,103.0,332.699999,20.0,94.8,46.091052,91.013425,2.87129,3.230097,4.74,743.0,2207.699999,2.971332,2253.791051,0.008075370121,1007.699999,9.031798,91.013426,104.840742,254.840742,0.113072,0.80636,0.1507,0.042941,0.020877,9502,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K416350,26.0,42.633333,14.0,175.0,386.400001,102.0,506.1,1.0,3.0,79.544734,0.0,2.208,4.961765,3.0,278.0,895.500001,3.221223,975.044735,0.02517985612,-904.499999,11.924288,0.0,31.817894,109.757894,0.112567,0.431491,0.565159,0.00335,0.088827,9820,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
K188240,20.0,43.2,0.0,253.0,797.4,264.0,528.3,1.0,49.2,254.78025,13.816833,3.151779,2.001136,49.2,518.0,1374.9,2.654247,1629.68025,0.0,174.9,7.899847,13.816833,90.250908,240.250908,0.147422,0.579969,0.384246,0.035784,0.185308,9837,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K100560,40.0,54.8,1.0,21.0,75.0,13.0,30.9,1.0,2.0,11.656748,0.0,3.571429,2.376923,2.0,35.0,107.9,3.082857,119.556748,0.01428571429,-192.1,11.95088,0.0,3.497024,86.897024,0.726827,0.695088,0.286376,0.018536,0.108033,10185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K196590,22.0,39.9,2.0,625.0,1801.800001,77.0,309.600001,5.0,10.800001,594.529523,85.258524,2.88288,4.020779,2.16,707.0,2122.200003,3.001697,2716.729526,0.001414427157,922.200003,9.245123,85.258524,263.617381,413.617381,0.152248,0.849025,0.145886,0.005089,0.280148,9738,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K158500,55.0,28.5,2.0,145.0,268.200001,63.0,467.4,4.0,38.5,240.718475,0.0,1.849655,7.419048,9.625,212.0,774.100001,3.651415,1014.818476,0.004716981132,-1025.899999,9.968738,0.0,96.28739,174.22739,0.171683,0.346467,0.603798,0.049735,0.310966,9396,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K121960,45.0,26.5,1.0,1106.0,1817.400001,16.0,24.599999,32.0,61.0,343.711172,68.718896,1.643219,1.5375,1.90625,1154.0,1903.0,1.649047,2246.711172,0.0004332755633,703.0,9.775092,68.718896,171.832248,321.832248,0.143246,0.955018,0.012927,0.032055,0.180615,9336,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
K234470,18.0,14.333333,1.0,209.0,657.0,31.0,114.9,2.0,13.2,177.310418,24.744836,3.143541,3.706452,6.6,242.0,785.1,3.244215,962.410418,0.002066115702,185.1,13.368361,24.744836,77.937961,182.937961,0.190083,0.836836,0.146351,0.016813,0.225844,8971,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
